code,name,symbol
"J75","Caloría","Unidad de energía térmica, de símbolo cal, que equivale a la cantidad de calor necesaria para elevar 1 grado centígrado la temperatura de 1 gramo de agua."
"J76","Caloría (tabla internacional) por gramo grado celsius",""
"J78","Caloría (termoquímica) por centímetro segundo grado celsius",""
"J79","Caloría (termoquímico) por gramo grado celsius",""
"J81","Caloría (termoquímica) por minuto",""
"J82","Caloría (termoquímica) por segundo",""
"J83","Clo","Clo es una unidad de medida empleada para el índice de indumento."
"J84","Centímetro por segundo kelvin",""
"J85","Centímetro por segundo bar",""
"J87","Centímetro cúbico por metro cúbico",""
"J89","Centímetro de mercurio",""
"J90","Decímetro cúbico por día",""
"J91","Decímetro cúbico por metro cúbico",""
"J92","Decímetro cúbico por minuto",""
"J93","Decímetro cúbico por segundo",""
"J94","Dina centímetro",""
"J95","Onza (fluido, UK) por día",""
"J96","Onza (fluido, UK) por hora",""
"J97","Onza (fluido, UK) por minuto",""
"J98","Onza (fluido, UK) por segundo",""
"J99","Onza (fluido, estados unidos) por día",""
"JB","Jumbo",""
"JE","Joule por kelvin","Es el aumento de entropía de un sistema que recibe una cantidad de calor de 1 joule, a la temperatura termodinámica constante de 1 kelvin, siempre que en el sistema no tenga lugar ninguna transformación irreversible."
"JK","Megajoule por kilogramo",""
"JM","Megajoule por metro cúbico",""
"JNT","Junta de tubería","Un recuento del número de juntas de la tubería."
"Jo","Articulación",""
"JOU","Joule","Es el trabajo producido por una fuerza de 1 newton, cuyo punto de aplicación se desplaza 1 metro en la dirección de la fuerza."
"JPS","Cien metros","Unidad de conteo que define el número de longitudes de 100 metros."
"JWL","Número de joyas","Unidad de cuenta que define el número de joyas (joya: piedra preciosa)."
"K1","Demanda de kilowatt","Unidad de medida que define la carga de potencia medida a intervalos predeterminados."
"K10","Onza (fluido, estados unidos) por hora",""
"K11","Onza (fluido, estados unidos) por minuto",""
"K12","Onza (fluido, estados unidos) por segundo",""
"K13","Pie por grado fahrenheit",""
"K14","Pie por hora",""
"K15","Pie libra-fuerza por hora",""
"K16","Pie libra-fuerza por minuto",""
"K17","Pie por psi (libra por pulgada cuadrada)",""
"K18","Pie por segundo grado fahrenheit",""
"K19","Pie por segundo psi (libra por pulgada cuadrada)",""
"K2","Kilovoltios amperios demanda reactiva","Unidad de medida que define la demanda de potencia reactiva igual a un kilovoltioio de potencia reactiva."
"K20","Reciprocidad del pie cuadrado",""
"K21","Pie cúbico por grado fahrenheit",""
"K22","Pie cúbico por día",""
"K23","Pie cúbico por psi (libra por pulgada cuadrada)",""
"K24","Pie de agua",""
"K25","Pie de mercurio",""
"K26","Galón (UK) por día",""
"K27","Galón (UK) por hora",""
"K28","Galón (UK) por segundo",""
"K3","Kilovoltio amperio hora reactivo","Unidad de medida que define la energía reactiva acumulada igual a un kilovoltioio de potencia reactiva por hora."
"K30","Galón (líquido, EUA) por segundo",""
"K31","Gramo-fuerza por centímetro cuadrado",""
"K32","Gill (UK) por día","Gill es una unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el UK es de 5 onzas líquidas, y es equivalente a 142,0653125 ml; mientras que en los EUA es de 4 onzas líquidas, y es equivalente a 118,29411825 ml."
"K33","Gill (UK) por hora",""
"K34","Gill (UK) por minuto",""
"K35","Gill (UK) por segundo",""
"K36","Gill (estados unidos) por día",""
"K37","Gill (estados unidos) por hora",""
"K38","Gill (estados unidos) por minuto",""
"K39","Gill (estados unidos) por segundo",""
"K40","Aceleración estándar de la caída libre","Es la aceleración nominal de la gravedad de un objeto en un vacío cerca de la superficie de la Tierra."
"K41","Grano por galón (EUA)",""
"K42","Caballo de fuerza de caldera","Es la cantidad de energía requerida para producir 34,5 libras (15,65 kg) de vapor por hora a presión y temperatura 0 psig (0 bar) y 212 o F (100 o C) - con agua de alimentación a presión 0 psig y la temperatura 212 o F."
"K43","Caballo de fuerza (eléctrico)","Es una unidad de medida de potencia (la velocidad a la que el trabajo se realiza)."
"K45","Pulgada por grado fahrenheit",""
"K46","Pulgada por psi (libra por pulgada cuadrada)",""
"K47","Pulgada por segundo grado fahrenheit",""
"K48","Pulgada por segundo psi (libra por pulgada cuadrada)",""
"K49","Reciprocidad de la pulgada cuadrada",""
"K5","Kilovoltios amperios (reactivos)","Utilice kilovar (código común KVR)"
"K50","Kilobaud","Unidad de velocidad de transmisión de señal igual a 10³ (1000) eventos de señalización por segundo."
"K51","Kilocaloría (significado)",""
"K52","Kilocaloría (tabla internacional) por hora metro grado celsius",""
"K53","Kilocaloría (termoquímico)",""
"K54","Kilocaloría (termoquímica) por minuto",""
"K55","Kilocaloría (termoquímica) por segundo",""
"K58","KiloMol por hora",""
"K59","KiloMol por metro cúbico kelvin",""
"K6","Kilolitro",""
"K60","KiloMol por metro cúbico bar",""
"K61","KiloMol por minuto",""
"K62","Litro por litro",""
"K63","Reciprocidad del litro",""
"K64","Libra (avoirdupois) por grado fahrenheit",""
"K65","Libra (avoirdupois) pie cuadrado",""
"K66","Libra (avoirdupois) por día",""
"K67","Libra por pie hora",""
"K68","Libra por pie segundo",""
"K69","Libra (avoirdupois) por pie cúbico grado fahrenheit",""
"K70","Libra (avoirdupois) por pie cúbico psi",""
"K71","Libra (avoirdupois) por galón (UK)",""
"K73","Libra (avoirdupois) por hora grados fahrenheit",""
"K74","Libra (avoirdupois) por hora libra-fuerza por pulgada cuadrada",""
"K75","Libra (avoirdupois) por pulgada cúbica grado fahrenheit",""
"K76","Libra (avoirdupois) por pulgada cúbica psi",""
"K77","Libra (avoirdupois) por psi",""
"K78","Libra (avoirdupois) por minuto",""
"K79","Libra (avoirdupois) por minuto grados fahrenheit",""
"K80","Libra (avoirdupois) por minuto libra-fuerza por pulgada cuadrada",""
"K81","Libra (avoirdupois) por segundo",""
"K82","Libra (avoirdupois)por segundo grados fahrenheit",""
"K83","Libra (avoirdupois) por segundo libra-fuerza por pulgada cuadrada",""
"K84","Libra por yarda cúbica",""
"K85","Libra-fuerza por pie cuadrado",""
"K86","Libra-fuerza por pulgada cuadrada grados fahrenheit",""
"K87","Libra-fuerza por pulgada cuadrada pulgada cúbica por segundo",""
"K88","Libra-fuerza por pulgada cuadrada litro por segundo",""
"K89","Libra-fuerza por pulgada cuadrada metro cúbico por segundo",""
"K90","Libra-fuerza por pulgada cuadrada yarda cúbica por segundo",""
"K91","Libra-fuerza segundo por pie cuadrado",""
"K92","Libra-fuerza segundo por pulgada cuadrada",""
"K93","Reciprocidad psi",""
"K94","Cuarto (líquido, UK) por día",""
"K95","Cuarto (líquido, UK) por hora",""
"K96","Cuarto (líquido, UK) por minuto",""
"K97","Cuarto (líquido, UK) por segundo",""
"K98","Cuarto (líquido, estados unidos) por día",""
"K99","Cuarto (líquido, estados unidos) por hora",""
"KA","Pastel","Unidad de conteo que define el número de pasteles (torta: objeto en forma de una masa plana y compacta)."
"KAT","Katal","Una unidad de actividad catalítica que define la actividad catalítica de las enzimas y otros catalizadores."
"KB","Kilocaracter","Unidad de información igual a 10³ (1000) caracteres."
"KBA","Kilobar",""
"KCC","Kilogramo de cloruro de colina","Unidad de masa igual a mil gramos de cloruro de colina."
"KD","Kilogram decimal",""
"KDW","Kilogramo de peso neto drenado","Unidad de masa que define el número neto de kilogramos de un producto, sin tener en cuenta el contenido líquido del producto."
"KEL","Kelvin","Unidad de temperatura termodinámica, es la fracción 1/273,16 de la temperatura termodinámica del punto triple del agua."
"KF","Kilopacket",""
"KGM","Kilogramo","Una unidad de masa igual a mil gramos."
"KGS","Kilogramo por segundo",""
"KHY","Kilogramo de peróxido de hidrógeno","Unidad de masa igual a mil gramos de peróxido de hidrógeno."
"KHZ","Kilohertz","Medida de frecuencia que es igual a 1000 hertz."
"KI","Kilogramo por milímetro de ancho",""
"KIC","Kilogramo, incluyendo el contenedor","Unidad de masa que define el número de kilogramos de un producto, incluido su contenedor."
"KIP","Kilogramo, incluyendo el empaquetado interno","Unidad de masa que define el número de kilogramos de un producto, incluyendo sus materiales de embalaje internos."
"KJ","Kilosegmento","Unidad de información igual a 10³ (1000) segmentos."
"KJO","Kilojoule",""
"KL","Kilogramo por metro",""
"KLK","Porcentaje de material seco láctico","Unidad de proporción que define el porcentaje de material láctico seco en un producto."
"KLX","Kilolux","Una unidad de iluminancia igual a mil lux."
"KMA","Kilogramo de metilamina","Unidad de masa igual a mil gramos de metilamina."
"KMH","Kilómetro por hora",""
"KMK","Kilómetro cuadrado","Es la unidad de superficie de área que se corresponde con un cuadrado de un kilómetro de lado."
"KMQ","Kilogramo por metro cúbico","Unidad de peso expresada en kilogramos de una sustancia que llena un volumen de un metro cúbico."
"KMT","Kilómetro","Es una unidad de longitud. Es el tercer múltiplo del metro, equivalente a 1000 metros. Su símbolo es km y no acepta plural ni lleva punto final —excepto cuando se encuentra como último elemento de una frase u oración— por no tratarse de una abreviatura."
"KNI","Kilogramo de nitrógeno","Unidad de masa igual a mil gramos de nitrógeno."
"KNM","Kolonewton por metro cuadrado",""
"KNS","Kilogramo sustancia nombrada","Unidad de masa igual a un kilogramo de una sustancia llamada."
"KNT","Nudo","El nudo es una medida de velocidad utilizada tanto para navegación marítima como aérea, equivalente a 1852 m/hora. También se utiliza en meteorología para medir la velocidad de los vientos."
"KO","Miliequivalentes de potasa cáustica por gramo de producto","Unidad de conteo que define el número de miligramos de hidróxido de potasio por gramo de producto como una medida de la concentración de hidróxido de potasio en el producto."
"KPA","Kilopascal",""
"KPH","Kilogramo de hidróxido de potasio (potasa cáustica)","Unidad de masa igual a mil gramos de hidróxido de potasio (potasa cáustica)."
"KPO","Kilogramo de óxido de potasio","Unidad de masa igual a mil gramos de óxido de potasio."
"KPP","Kilogramo de pentóxido de fósforo (anhídrido fosfórico)","Unidad de masa igual a mil gramos de anhídrido fosfórico de pentóxido de fósforo."
"KR","Kiloroentgen",""
"KS","Mil libras por pulgada cuadrada",""
"KSD","Kilogramo de sustancia 90% seco","Unidad de masa igual a mil gramos de una sustancia llamada 90% seca."
"KSH","Kilogramo de hidróxido de sodio (sodio cáustica)","Unidad de masa igual a mil gramos de hidróxido sódico (sosa cáustica)."
"KT","Kit","Unidad de conteo que define el número de kits (kit: bañera, barril o cubo)."
"KTN","Kilotonelada Métrica",""
"KUR","Kilogramo de uranio","Unidad de masa igual a mil gramos de uranio."
"KVA","Kilovoltio - amperio",""
"KVR","Kilovar",""
"KVT","Kilovoltio",""
"KW","Kilogramo por milímetro",""
"KWH","Kilowatt hora",""
"KWN","Kilowatt hora por metro cúbico normalizado","Kilowatt hora por metro cúbico normalizado (temperatura 0 ° C y presión 101325 milibares)."
"KWO","Kilogramo de trióxido de tungsteno","A unit of mass equal to one thousand grams of tungsten trioxide."
"KWS","Kilowatt hora por metro cúbico estándar","Kilowatt hora por metro cúbico normalizado (temperatura 15 ° C y presión 101325 milibares)."
"KWT","Kilowatt",""
"KX","Mililitro por kilogramo",""
"L10","Cuarto (líquido, estados unidos) por minuto",""
"L11","Cuarto (líquido, estados unidos) por segundo",""
"L12","Metro por segundo kelvin",""
"L13","Metro por segundo bar",""
"L14","Metro cuadrado hora grado celsius por kilocaloría (tabla internacional)",""
"L15","Milipascal segundo por kelvin",""
"L16","Milipascal segundo por bar",""
"L17","Miligramo por metro cúbico kelvin",""
"L18","Miligramo por metro cúbico bar",""
"L19","Mililitro por litro",""
"L2","Litro por minuto",""
"L20","Reciprocidad del milímetro cúbico",""
"L21","Milímetro cúbico por metro cúbico",""
"L23","Mol por hora",""
"L24","Mol por kilogramo kelvin",""
"L25","Mol por kilogramo bar",""
"L26","Mol por litro kelvin",""
"L27","Mol por litro bar",""
"L28","Mol por metro cúbico kelvin",""
"L29","Mol por metro cúbico bar",""
"L30","Mol por minuto",""
"L31","Milliroentgen aequivalent men",""
"L32","Nanogramo por kilogramo",""
"L33","Onza (avoirdupois) por día",""
"L34","Onza (avoirdupois) por hora",""
"L35","Onza (avoirdupois) por minuto",""
"L36","Onza (avoirdupois) por segundo",""
"L37","Onza (avoirdupois) por galón (UK)",""
"L38","Onza (avoirdupois) por galón (EUA)",""
"L39","Onza (avoirdupois) por pulgada cúbica",""
"L40","Onza fuerza",""
"L41","Onza (avoirdupois) fuerza pulgada",""
"L42","Picosiemens por metro",""
"L43","Peck (UK)","Un peck es una unidad tradicional de medida de volúmenes. Aunque puede ser utilizado para medir seco y líquido, se utiliza generalmente para las materias secas. Es igual a 1/4 bushel, 2 galones, o 8 cuartos de galón."
"L44","Peck (UK) por día",""
"L45","Peck (UK) por hora",""
"L46","Peck (UK) por minuto",""
"L47","Peck (UK) por segundo",""
"L48","Peck (seco, estados unidos) por día",""
"L49","Peck (seco, estados unidos) por hora",""
"L50","Peck (seco, estados unidos) por minuto",""
"L51","Peck (seco, estados unidos) por segundo",""
"L52","Libra.fuerza por pulgada cuadrada por libra fuerza por pulgada cuadrada",""
"L53","Pinta (UK) por día",""
"L54","Pinta (UK) por hora",""
"L55","Pinta (UK) por minuto",""
"L56","Pinta (UK) por segundo",""
"L57","Pinta (líquido, estados unidos) por día",""
"L58","Pinta (líquido, estados unidos) por hora",""
"L59","Pinta (líquido, estados unidos) por minuto",""
"L60","Pinta (líquido, estados unidos) por segundo",""
"L61","Pinta (US seco)","Utilice pinta seca (código común PTD)"
"L62","Cuarto de galón (seco de los EUA)","Utilice cuarto seco (EUA) (código común QTD)"
"L63","Slug por día",""
"L64","Slug por pie segundo",""
"L65","Slug por pie cúbico",""
"L66","Slug por hora",""
"L67","Slug por minuto",""
"L68","Slug por segundo",""
"L69","Tonelada por kelvin",""
"L70","Tonelada por bar",""
"L71","Tonelada por día",""
"L72","Tonelada por día kelvin",""
"L73","Tonelada por día bar",""
"L74","Tonelada por hora kelvin",""
"L75","Tonelada por hora bar",""
"L76","Tonelada por metro cúbico kelvin",""
"L77","Tonelada por metro cúbico bar",""
"L78","Tonelada por minuto",""
"L79","Tonelada por minuto kelvin",""
"L80","Tonelada por minuto bar",""
"L81","Tonelada por segundo",""
"L82","Tonelada por segundo kelvin",""
"L83","Tonelada por segundo bar",""
"L84","Tonelada (flota UK)",""
